"","text","emotion"
"3419"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3420"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3421"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3422","alguien ayusteda saber nombres fallecidos","Neutral"
"3423"," naranjito ningenieroun caso verdad","Neutral"
"3424","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3425"," humanidad atravesando etapa oscura historia","Neutral"
"3426","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3427"," seguimos recuperados ","Neutral"
"3428"," oro aumentan casos pruebas","Neutral"
"3429","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3430","horas x semana","Neutral"
"3431"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3432"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3433"," mentir gente muere dia dia corazon favor","Alegria"
"3434"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3435","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3436","apenas muestras tomadas pais millones habitantes","Neutral"
"3437"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3438","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3439"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3440","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3441"," huaquillas ayer habian casos hoy ","Neutral"
"3442","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3443"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3444"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3445"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3446"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3447","alguien ayusteda saber nombres fallecidos","Neutral"
"3448"," naranjito ningenieroun caso verdad","Neutral"
"3449","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3450"," humanidad atravesando etapa oscura historia","Neutral"
"3451","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3452"," seguimos recuperados ","Neutral"
"3453"," oro aumentan casos pruebas","Neutral"
"3454","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3455","horas x semana","Neutral"
"3456"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3457"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3458"," mentir gente muere dia dia corazon favor","Alegria"
"3459"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3460","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3461","apenas muestras tomadas pais millones habitantes","Neutral"
"3462"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3463","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3464"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3465","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3466"," huaquillas ayer habian casos hoy ","Neutral"
"3467","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3468"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3469"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3470"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3471"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3472","alguien ayusteda saber nombres fallecidos","Neutral"
"3473"," naranjito ningenieroun caso verdad","Neutral"
"3474","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3475"," humanidad atravesando etapa oscura historia","Neutral"
"3476","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3477"," seguimos recuperados ","Neutral"
"3478"," oro aumentan casos pruebas","Neutral"
"3479","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3480","horas x semana","Neutral"
"3481"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3482"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3483"," mentir gente muere dia dia corazon favor","Alegria"
"3484"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3485","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3486","apenas muestras tomadas pais millones habitantes","Neutral"
"3487"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3488","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3489"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3490","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3491"," huaquillas ayer habian casos hoy ","Neutral"
"3492","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3493"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3494"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3495"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3496"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3497","alguien ayusteda saber nombres fallecidos","Neutral"
"3498"," naranjito ningenieroun caso verdad","Neutral"
"3499","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3500"," humanidad atravesando etapa oscura historia","Neutral"
"3501","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3502"," seguimos recuperados ","Neutral"
"3503"," oro aumentan casos pruebas","Neutral"
"3504","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3505","horas x semana","Neutral"
"3506"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3507"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3508"," mentir gente muere dia dia corazon favor","Alegria"
"3509"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3510","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3511","apenas muestras tomadas pais millones habitantes","Neutral"
"3512"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3513","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3514"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3515","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3516"," huaquillas ayer habian casos hoy ","Neutral"
"3517","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3518"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3519"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3520"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3521"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3522","alguien ayusteda saber nombres fallecidos","Neutral"
"3523"," naranjito ningenieroun caso verdad","Neutral"
"3524","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3525"," humanidad atravesando etapa oscura historia","Neutral"
"3526","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3527"," seguimos recuperados ","Neutral"
"3528"," oro aumentan casos pruebas","Neutral"
"3529","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3530","horas x semana","Neutral"
"3531"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3532"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
