"","text","polarity"
"4326","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4327","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4328"," requisito","Positivo"
"4329"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4330"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4331","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4332"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4333"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4334"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4335"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4336","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4337"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4338","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4339","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4340","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4341","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4342"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4343"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4344"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4345"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4346"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4347"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4348","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4349","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4350"," samborondo isla mocoli","Positivo"
"4351","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4352","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4353"," requisito","Positivo"
"4354"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4355"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4356","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4357"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4358"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4359"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4360"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4361","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4362"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4363","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4364","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4365","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4366","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4367"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4368"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4369"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4370"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4371"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4372"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4373","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4374","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4375"," samborondo isla mocoli","Positivo"
"4376","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4377","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4378"," requisito","Positivo"
"4379"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4380"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4381","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4382"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4383"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4384"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4385"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4386","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4387"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4388","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4389","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4390","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4391","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4392"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4393"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4394"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4395"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4396"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4397"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4398","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
